movieId,title,genres,year,tmdb_id,overview,keywords,cast,director,release_date,runtime,tmdb_rating,poster_path,backdrop_path,metadata_status
2322,Soldier (1998),Action|Sci-Fi|War,1998.0,9425.0,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",spacecraft|space marine|showdown|war veteran|fight|dystopia|space travel|time bomb|alien planet|battlefield|space western|soldier|fictional war|military|future war|genetic engineering|action hero|outer space|spaceship,Kurt Russell|Jason Scott Lee|Jason Isaacs|Connie Nielsen|Sean Pertwee|Gary Busey|Michael Chiklis|Sara Paxton|K.K. Dodds|James Black,Paul W. S. Anderson,1998-10-23,99.0,6.398,/g62RTtfhgzJo1GV2jjwdzpNuiUB.jpg,/eYrjffVvcc0MEgy9RcquvWyBGtQ.jpg,success
2323,"Cruise, The (1998)",Documentary,1998.0,32326.0,"Affectionate portrait of Timothy ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses.",tour bus|black and white,"Timothy ""Speed"" Levitch",Bennett Miller,1998-10-23,76.0,6.929,/aTPN6ttUQqkqV6ZT762Ihc8hwKi.jpg,,success
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,1997.0,637.0,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,dying and death|bookshop|love of one's life|nazi|self sacrifice|loss of loved one|italy|riddle|mass murder|concentration camp|fascism|holocaust (shoah)|world war ii|deportation|jew persecution|story teller|riding a bicycle|national socialism|dark comedy|charade|concentration camp prisoner|romcom|dark|war|nazi germany,Roberto Benigni|Nicoletta Braschi|Giorgio Cantarini|Giustino Durano|Sergio Bini Bustric|Marisa Paredes|Horst Buchholz|Lidia Alfonsi|Giuliana Lojodice|Amerigo Fontani,Roberto Benigni,1997-12-20,116.0,8.437,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,success
2325,Orgazmo (1997),Comedy,1997.0,8675.0,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director.,martial arts|pornography|fight|superhero|porn actor|parody|wedding|filmmaking|mormon|psychotronic|woman director|sidekick|henchmen|independent film,Trey Parker|Dian Bachar|Matt Stone|Michael Dean Jacobs|Robyn Lynne Raab|Masao Maki|Ron Jeremy|Andrew Kemler|David Dunn|Joseph Arsenault,Trey Parker,1998-07-02,94.0,6.098,/hu1DbDbrutEuiK9qSR4LExLYQby.jpg,/bFCJcJ8Grp12Fkeh0X4oUcoV5uR.jpg,success
2326,Shattered Image (1998),Drama|Thriller,1998.0,125762.0,"Confusing realities surface in this paranoid film dealing with the fragile nature of a young woman recovering from rape and an apparent attempted suicide. In one reality, she is a killer destroyer of men. In another she is the new wife on a Jamaican honeymoon with her husband (William Baldwin), who is trying to help her recover. Which is real is the question as the story unfolds.",,William Baldwin|Anne Parillaud|Lisanne Falk|Graham Greene|Bulle Ogier|Rick Ravanello|Peter Hanlon|Marc Akerstream|Roger Allford|Billy Wilmott,Raúl Ruiz,1998-12-04,103.0,4.714,/bvlr7rwFilRQDxXdLVFdSR2M01N.jpg,/k3zlMg63lB4FSLpQuOJ6p2YUsYf.jpg,success
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,1990.0,20701.0,A young boy tells three stories of horror to distract a witch who plans to eat him.,witch|monster|heart attack|mummy|dark comedy|anthology|paperboy|decapitation|gargoyle|darkside|black cat|severed hand|horror anthology,Debbie Harry|Matthew Lawrence|David Forrester|Christian Slater|Robert Sedgwick|Steve Buscemi|Donald Van Horn|Michael Deak|Julianne Moore|George Guidall,John Harrison,1990-05-03,93.0,6.188,/5q8WK4gW45Knxhpb29IVOCbbfI7.jpg,/fGEOTZQHYrfB509jdhmfo1rpref.jpg,success
2328,Vampires (1998),Horror|Western,1998.0,9945.0,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,based on novel or book|vampire|new mexico|vampire hunter (slayer)|revenge|priest|church|crucifix|cross|relic|drinking blood,James Woods|Daniel Baldwin|Sheryl Lee|Thomas Ian Griffith|Maximilian Schell|Tim Guinee|Mark Boone Junior|Gregory Sierra|Cary-Hiroyuki Tagawa|Thomas Rosales Jr.,John Carpenter,1998-10-30,108.0,6.311,/4JhaFBPwyC5IM1rKaRR07Gzutse.jpg,/uzlGbsQkpK6C3ZiqRqKw9CwK0Do.jpg,success
2329,American History X (1998),Crime|Drama,1998.0,73.0,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","prison|neo-nazism|rape|skinhead|sibling relationship|swastika|nazi|brother|gangster|fascism|tragedy|jail|school|los angeles, california|family|xenophobia|interracial friendship|nazism|violence|crime|excited|powerful",Edward Norton|Edward Furlong|Beverly D'Angelo|Jennifer Lien|Ethan Suplee|Fairuza Balk|Avery Brooks|Elliott Gould|Stacy Keach|William Russ,Tony Kaye,1998-07-01,119.0,8.324,/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,success
2330,Hands on a Hard Body (1996),Comedy|Documentary,1996.0,18603.0,Filmmaker S.R. Bindler profiles Texas contestants trying to win a truck by keeping one hand on it longer than everyone else.,competition|texas|based on true story|contest|endurance|pickup truck|documentary,Brent Baskin|David Grotheim|Benny Perkins|J.D. Drew|Norma Valverde|Angie Turner|Paul Prince|Ronald McCowan|Kerri Parker|Raul Martinez,S.R. Bindler,1997-06-01,98.0,7.6,/snyLQ21YGNWHNcDSNUIouzBFObh.jpg,/t4HWzRhhcmPCARtVh0Hr8o9OSK8.jpg,success
2331,Living Out Loud (1998),Comedy|Drama|Romance,1998.0,46889.0,"Judith Moore is suddenly single after discovering her husband of fifteen years, a successful doctor, has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey, who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities... which is when she notices Pat, the elevator operator in her building.","infidelity|loss of loved one|massage|female protagonist|relationship|divorce|brooklyn bridge|manhattan, new york city|elevator operator|masseur",Holly Hunter|Danny DeVito|Queen Latifah|Martin Donovan|Richard Schiff|Elias Koteas|Suzanne Shepherd|Mariangela Pino|Eddie Cibrian|Clark Anderson,Richard LaGravenese,1998-10-30,100.0,6.036,/uegG68vP7leUDQbG8fP4ihgTo0i.jpg,/V75E91kcObuMD83BcQXUE5IKei.jpg,success
2333,Gods and Monsters (1998),Drama,1998.0,3033.0,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",dying and death|movie business|biography|male homosexuality|author|filmmaking|gardener|horror filmmaking|1950s|film director|frankenstein|gay theme,Ian McKellen|Brendan Fraser|Lynn Redgrave|Lolita Davidovich|David Dukes|Kevin J. O'Connor|Mark Kiely|Jack Plotnick|Rosalind Ayres|Jack Betts,Bill Condon,1998-09-12,105.0,6.917,/awvJH3NtXoStsjAtXKr99hfuVaG.jpg,/v1HOjtXoGwQz26fT4elHeNT0JnW.jpg,success
2334,"Siege, The (1998)",Action|Thriller,1998.0,9882.0,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",new york city|muslim|undercover agent|fbi|islam|martial law|car bomb|terrorism|political thriller,Denzel Washington|Annette Bening|Bruce Willis|Tony Shalhoub|Sami Bouajila|Aasif Mandvi|Mark Valley|Jack Gwaltney|David Proval|Lance Reddick,Edward Zwick,1998-11-06,116.0,6.291,/gbeeWu8rYaIYMyq9ayN1AepjNxP.jpg,/c2B8gl2ZLbelWxS0ZODPKGJxdWX.jpg,success
2335,"Waterboy, The (1998)",Comedy,1998.0,10663.0,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,sports|stutter|louisiana|social outcast|ridicule|deserted by husband|low self esteem|waterboy|college american football,Adam Sandler|Kathy Bates|Henry Winkler|Fairuza Balk|Jerry Reed|Lawrence Gilliard Jr.|Blake Clark|Peter Dante|Jonathan Loughran|Al Whiting,Frank Coraci,1998-11-06,90.0,6.058,/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg,/bWfmsPRKJ9Skkh7pUOdoThR9zqO.jpg,success
2336,Elizabeth (1998),Drama,1998.0,4518.0,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",queen|duke|treason|queen elizabeth i|tudor|historical figure|catholic|protestant|palace intrigue|16th century|british monarchy,Cate Blanchett|Joseph Fiennes|Geoffrey Rush|Christopher Eccleston|John Gielgud|Richard Attenborough|Fanny Ardant|Éric Cantona|Vincent Cassel|Kathy Burke,Shekhar Kapur,1998-09-13,123.0,7.16,/qEk48VLOdibXFVIEzE9ETZUBcCs.jpg,/LTjGvAf92YLudl5zqJP9tHLuSo.jpg,success
2337,Velvet Goldmine (1998),Drama,1998.0,1808.0,"Almost a decade since larger-than-life glam-rock enigma Brian Slade disappeared from public eye, an investigative journalist is on assignment to uncover the truth behind his former idol.",journalist|great britain|rock star|poetry|narration|bisexuality|glam rock|lgbt|music journalism|imaginary band|baby left on doorstep|fictional band|down feather|live music|19th century|1980s|gay theme,Ewan McGregor|Jonathan Rhys Meyers|Toni Collette|Christian Bale|Suzy Eddie Izzard|Emily Woof|Michael Feast|Janet McTeer|Mairead McKinley|Luke Morgan Oliver,Todd Haynes,1998-08-28,123.0,6.888,/4EJkObEJFvXCuoVqOP7XBXGqdQ1.jpg,/zUs2GW4rPSIsfzBp0GtXaQR2mqk.jpg,success
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998.0,3600.0,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",island|competition|fisherman|bahamas|college|radio|knife|vacation|sequel|revenge|murder|marijuana|resort|slasher|storm|hook|killer|ridiculous,Jennifer Love Hewitt|Freddie Prinze Jr.|Matthew Settle|Brandy Norwood|Mekhi Phifer|Muse Watson|Jennifer Esposito|Bill Cobbs|Jeffrey Combs|John Hawkes,Danny Cannon,1998-11-13,100.0,5.363,/eg3d6hvTaOmW3lNErFfutBmWmAR.jpg,/gF1BbDac7ONryE5jezRzXVe31Ud.jpg,success
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1998.0,17037.0,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",holiday|santa claus|sabotage|selfishness|boyfriend girlfriend relationship|bribe|woman director|cross country trip|christmas|father son relationship,Jonathan Taylor Thomas|Jessica Biel|Adam LaVorgna|Gary Cole|Eve Gordon|Lauren Maltby|Andrew Lauer|Sean O'Bryan|Lesley Boone|Amzie Strickland,Arlene Sanford,1998-11-13,86.0,5.958,/9hTYFvEDnajUIbpdfc3fO6bZq2Y.jpg,/2fP8yZHl3FxJUouMCTBqTnSUrno.jpg,success
2340,Meet Joe Black (1998),Romance,1998.0,297.0,"Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpectedly falls in love with Bill's beautiful daughter Susan?",life and death|broken engagement|love at first sight|fireworks|religion and supernatural|based on play or musical|fate|teenage crush|grim reaper|doctor|millionaire|death personified|death incarnate|angel of death|romantic|appreciative|compassionate,Brad Pitt|Anthony Hopkins|Claire Forlani|Jake Weber|Marcia Gay Harden|Jeffrey Tambor|David S. Howard|Lois Kelly-Miller|Jahnni St. John|Richard Clarke,Martin Brest,1998-11-12,178.0,7.37,/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,/uMBByiSDpgFwWVegAtwwnuzvogJ.jpg,success
2342,Hard Core Logo (1996),Comedy|Drama,1996.0,21589.0,"Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",canada|based on novel or book|nightclub|punk rock|mockumentary|vancouver|fake documentary|punk band|fictional band|winnipeg|anarchic comedy|saskatoon,Hugh Dillon|Callum Keith Rennie|John Pyper-Ferguson|Bernie Coulson|Julian Richings|Benita Ha|Claudia Ferri|Joey Ramone|Corrine Koslo|Art Bergmann,Bruce McDonald,1996-10-11,92.0,6.586,/xE6BqwOxHjjFniKXsW1Zg4F04RC.jpg,/4EcUnkCoGcD0SOeyUeKt3hKMj3I.jpg,success
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1985.0,11893.0,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,attempt to escape|train accident|prison warden|prison escape|alaska|train|freezing|anxious,Jon Voight|Eric Roberts|Rebecca De Mornay|Kyle T. Heffner|John P. Ryan|T.K. Carter|Kenneth McMillan|Stacey Pickren|Walter Wyatt|Edward Bunker,Andrei Konchalovsky,1985-11-15,111.0,6.961,/yEvMuhIdwPhhEtikAihxUTM1u75.jpg,/9GHsA3bt6MYW7Cpur91GeVBQKIC.jpg,success
2345,Desert Bloom (1986),Drama,1986.0,123056.0,"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic step-father. Her memories of Robin, her first-love, are much happier and she also recalls her colorful Aunt Starr -- who's visit is fun but also detrimental to her family's health. The setting of 1950s Las Vegas' bomb testing is increasingly significant to the development of the story.",nevada|atomic bomb test|coming of age|las vegas|desert|1950s|abusive stepfather,Annabeth Gish|Jon Voight|JoBeth Williams|Ellen Barkin|Jay Underwood|Allen Garfield|Christine Lahti|Laura Rasmussen,Eugene Corr,1986-01-22,105.0,5.75,/eOBhDCSoC9F10DlBj8Bis6odG5v.jpg,/nK9Sx8Ya8SzMi3Ag14MvAkMwehe.jpg,success
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,1975.0,12223.0,"Joanna Eberhart comes to the town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",android|small town|based on novel or book|feminism|housewife|connecticut|robot|suburb|frantic|desperate|women's liberation|authoritarian|condescending|defiant|demeaning|derogatory|foreboding|frightened|mean spirited,Katharine Ross|Paula Prentiss|Nanette Newman|Judith Baldwin|Peter Masterson|Tina Louise|Carol Eve Rossen|William Prince|Mary Stuart Masterson|Patrick O'Neal,Bryan Forbes,1975-02-12,117.0,6.691,/5z1ogJJmQkCoU62VJmut4nnc2qs.jpg,/pgVTwsJXv1i2GGZ2yB7KfiYqGAc.jpg,success
2347,"Pope of Greenwich Village, The (1984)",Drama,1984.0,32081.0,"Charlie and his troublesome cousin Paulie decide to steal $150,000 in order to back a ""sure thing"" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.",sibling relationship|based on novel or book|mobster|greenwich village,Eric Roberts|Mickey Rourke|Daryl Hannah|Geraldine Page|Kenneth McMillan|Tony Musante|M. Emmet Walsh|Burt Young|Jack Kehoe|Philip Bosco,Stuart Rosenberg,1984-06-22,121.0,6.33,/5U0HNeGoJVK3xic7hK9lz89Ki9i.jpg,/xsTOlHPAl1hhIvqy0qAfu8XxuHN.jpg,success
2348,Sid and Nancy (1986),Drama,1986.0,14924.0,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",1970s|drug addiction|punk rock|based on true story|sex pistols|co-workers relationship|punk band|sid vicious|music tour|music manager|chelsea hotel|musical acts|toxic relationship,Gary Oldman|Chloe Webb|David Hayman|Debby Bishop|Andrew Schofield|Xander Berkeley|Perry Benson|Tony London|Sandy Baron|Sy Richardson,Alex Cox,1986-09-12,114.0,6.736,/wHzCbMCfipDJ38GW5IyBTWDflMz.jpg,/pLdutWHlPIHf7ldH31akiVLUHQQ.jpg,success
2349,Mona Lisa (1986),Comedy|Thriller,1986.0,10002.0,"George is a small-time crook just out of prison who discovers his tough-guy image is out of date. Reduced to working as a minder/driver for high class call girl Simone, he has to agree when she asks him to find a young colleague from her King's Cross days. That's when George's troubles just start.","chauffeur|london, england|prostitute|ex-detainee|hoodlum|neo-noir",Bob Hoskins|Cathy Tyson|Robbie Coltrane|Michael Caine|Clarke Peters|Sammi Davis|Kate Hardie|Zoë Nathenson|Rod Bedall|Joe Brown,Neil Jordan,1986-06-13,105.0,6.893,/geBGfbhkgKHld8rM9XuLfzPGZ6I.jpg,/awqquwDxMN9iuOAgDJZSkUO9yf7.jpg,success
2350,Heart Condition (1990),Comedy,1990.0,41817.0,"Racist police officer Jack Moony has a vendetta against Napoleon Stone, a charismatic black lawyer who is sleeping with Jack's old flame Crystal Gerrity. Jack has a heart attack, but his life is saved when he receives Stone's heart, since Stone died mysteriously the same night as Jack was stricken. Stone is not completely gone, however, and as a ghost he is all too happy to give Jack advice on how he should do his job and live his life.",,Bob Hoskins|Denzel Washington|Chloe Webb|Roger E. Mosley|Ja'net DuBois|Alan Rachins|Ray Baker|Jeffrey Meek|Eva LaRue|Frank R. Roach,James D. Parriott,1990-02-02,100.0,5.682,/2ApuvU24UEBlWeBiQGRyyOYFeqe.jpg,/coAER61FKM8Rk8ufeZtDMV2X2jR.jpg,success
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1957.0,19426.0,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.","rome, italy|optimism|house|tragedy|poverty|prostitution|heartbreak|rescue from drowning|ostia italy|shrine|hypnotist|railway station|starving|accountant",Giulietta Masina|François Périer|Franca Marzi|Amedeo Nazzari|Aldo Silvani|Dorian Gray|Ennio Girolami|Mario Passante|Franco Balducci|Ciccio Barbi,Federico Fellini,1957-10-03,110.0,7.965,/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg,/9yepEBnQNcKzWWyHdUiX8Mnqc6U.jpg,success
2352,"Big Chill, The (1983)",Comedy|Drama,1983.0,12560.0,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,friendship|suicide|regret|funeral|gathering|bat|nostalgia|south carolina|morning|reunion|marijuana|group of friends|old friends|remembrance|enduring friendship|lifelong friendship|old school friend,Tom Berenger|Glenn Close|Jeff Goldblum|William Hurt|Kevin Kline|Mary Kay Place|Meg Tilly|JoBeth Williams|Don Galloway|James Gillis,Lawrence Kasdan,1983-09-30,105.0,6.826,/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg,/rzaoRlc9xzopMvb464kFmotqsES.jpg,success
2353,Enemy of the State (1998),Action|Thriller,1998.0,9798.0,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.","washington dc, usa|wiretap|satellite|national security agency (nsa)|murder|invasion of privacy|on the run|mafia|false accusations|surveillance|tape recording  |voyeurism|tracking device|congressman|married man|surveillance state|christmastime|baltimore, maryland|antagonistic|authoritarian",Will Smith|Gene Hackman|Jon Voight|Regina King|Loren Dean|Jake Busey|Barry Pepper|Jason Lee|Gabriel Byrne|Lisa Bonet,Tony Scott,1998-11-20,132.0,7.08,/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,/lPLTLCBn39Wiy1RPQLB9xOKyF2v.jpg,success
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,1998.0,14444.0,"The Pickles family welcome a new arrival, Dil, whose constant crying and need for attention quickly exhaust the other toddlers. Seeking to return the ""broken"" baby to the hospital, the gang embarks on a journey in a Reptar Wagon that inadvertently veers off course, leaving them stranded in a vast, dangerous forest. While facing off against escaped circus monkeys and a predatory wolf, Tommy must overcome his own resentment to protect his brother and make it back home.",baby|sibling relationship|home|pregnancy|nostalgic|aftercreditsstinger|quest|based on tv series|amused|audacious,Whoopi Goldberg|David Spade|E. G. Daily|Tara Strong|Christine Cavanaugh|Kath Soucie|Cheryl Chase|Tim Curry|Jack Riley|Busta Rhymes,Norton Virgien|Igor Kovalyov,1998-11-20,80.0,6.271,/uZejGKCSd6nwfMx8U0Td37U2fTc.jpg,/cC9oBBqGcOdBheKre24YfthsptI.jpg,success
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,1998.0,9487.0,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",fight|circus|winter|ant-hill|ant|villain|invention|collector|anthropomorphism|grass|food|duringcreditsstinger|flea|bugs|grasshopper|3d animation|pixar,Dave Foley|Kevin Spacey|Julia Louis-Dreyfus|Hayden Panettiere|Phyllis Diller|Richard Kind|David Hyde Pierce|Joe Ranft|Denis Leary|Jonathan Harris,John Lasseter,1998-11-25,95.0,6.982,/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,/hwwFyowfcbLRVmRBOkvnABBNIOs.jpg,success
2356,Celebrity (1998),Comedy,1998.0,9466.0,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",celebrity|exzentrik|reporter|ex-wife,Hank Azaria|Kenneth Branagh|Judy Davis|Leonardo DiCaprio|Melanie Griffith|Famke Janssen|Michael Lerner|Joe Mantegna|Bebe Neuwirth|Winona Ryder,Woody Allen,1998-09-25,113.0,5.996,/q4UJHtH14nO8tbMfGtJ3Z3Tw5RW.jpg,/cBmezUU59QHQPVjBlEKTIGaExih.jpg,success
2357,Central Station (Central do Brasil) (1998),Drama,1998.0,666.0,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",rio de janeiro|letter|wilderness|teacher|orphan|railroad|alcoholic|missing parent|long lost relative|realism|child trafficking|death of parent|road movie|bus station|lost child|unwanted child|truck stop|woman and child|lonely woman|train station|letter writer,Fernanda Montenegro|Vinícius de Oliveira|Marília Pêra|Othon Bastos|Otávio Augusto|Matheus Nachtergaele|Caio Junqueira|Stela Freitas|Maria Menezes|Sergio Kato,Walter Salles,1998-04-03,111.0,8.122,/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg,/lrLIy9OFRQg4VkhrCyolfNXJEUH.jpg,success
2358,Savior (1998),Drama|War,1998.0,2042.0,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.,rape|civil war|mercenary|serbian|atrocity,Dennis Quaid|Pascal Rollin|Catlin Foster|Stellan Skarsgård|John Maclaren|Nataša Ninković|Nastassja Kinski|Sergej Trifunović|Nebojša Glogovac|Kosta Andrejevic,Predrag Antonijević,1998-06-01,103.0,7.122,/7qMfDjUTEvLg5640CUAddk2BNpG.jpg,/iLyQVeo4Jm9UmLM8YEWStdgTuV4.jpg,success
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1998.0,,,,,,,,,,,not_found
2360,"Celebration, The (Festen) (1998)",Drama,1998.0,309.0,"The family of a wealthy businessman gather to celebrate his 60th birthday. During the course of the party, his eldest son presents a speech that reveals a devastating secret that turns the night into a battle of truth and denial.",daughter|depression|infidelity|child abuse|suicide|parent child relationship|birthday|country house|twin sister|trauma|racism|family reunion|denial|lecture|death of sister|drunkenness|dinner party|angry|kids|child sexual abuse|dramatic|dogme 95|intense|depressing,Ulrich Thomsen|Henning Moritzen|Thomas Bo Larsen|Paprika Steen|Birthe Neumann|Trine Dyrholm|Helle Dolleris|Therese Glahn|Klaus Bondam|Bjarne Henriksen,Thomas Vinterberg,1998-06-19,101.0,7.689,/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg,/yCtgdv7TfgZLHj6R9IQKD5TjljP.jpg,success
2361,Pink Flamingos (1972),Comedy,1972.0,692.0,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",drug dealer|jealousy|rape|trailer park|pop culture|spanner|chicken|fetishism|white trash|excrements |disgust|dog dirt|adult humor|dysfunctional family|feud|trailer trash|execution|male masturbation|feet|gaping|zoophilia|drag|filth|depravity|weird couple|foot fetish|rape pregnancy|egg|nudity|trashy|indie sleaze|forced impregnation|mother son incest|fellatio|baby trafficking|anal play,Divine|David Lochary|Mary Vivian Pearce|Mink Stole|Danny Mills|Edith Massey|Channing Wilroy|Cookie Mueller|Paul Swift|Susan Walsh,John Waters,1972-03-17,93.0,6.118,/10N8SvTQwUqyWgocPam1P18Jgr.jpg,/uh1zf6Q0UcHaqWQXZXu1qOOSCRg.jpg,success
2362,Glen or Glenda (1953),Drama,1953.0,24018.0,"Glen doesn't dare tell his fiancée Barbara that he is a transvestite known as Glenda; in addition, Alan is undergoing medical treatment to become a woman named Anne; both stories are told by a psychiatrist.",transvestism|transvestite|psychology|surrealism|sex change|b movie|docudrama|psychiatrist|tolerance|secret life|campy|lgbt|dream sequence|semi autobiographical|cross dresser|police inspector|exploring sexuality|1950s|hormone therapy|hermaphrodite|suicide investigation|medical procedural|transgender women|man with female alter ego|voiceover narration|cult film,Timothy Farrell|Bela Lugosi|Edward D. Wood Jr.|Lyle Talbot|Dolores Fuller|'Tommy' Haynes|Charlie Crafts|Conrad Brooks|Henry Bederski|Carol Daugherty,Edward D. Wood Jr.,1953-04-01,71.0,4.7,/uZir2hA6VOmVNS6JdKb6RiYghTA.jpg,/i3amNNQD4X0KHG241kuJ3s5wYbG.jpg,success
